2026-08-19 05:40:13.856 | info | dpnds77kkzezoy | \n
2026-08-19 06:20:34.685 | info | tcrgvaqg9soih2 |   File "/usr/local/lib/python3.11/dist-packages/torch/_library/custom_ops.py", line 119, in inner\n
2026-08-19 06:20:34.685 | info | tcrgvaqg9soih2 |     schema_str = torch._custom_op.impl.infer_schema(fn, mutates_args)\n
2026-08-19 06:20:34.685 | info | tcrgvaqg9soih2 |                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-08-19 06:20:34.685 | info | tcrgvaqg9soih2 |   File "/usr/local/lib/python3.11/dist-packages/torch/_library/infer_schema.py", line 42, in infer_schema\n
2026-08-19 06:20:34.685 | info | tcrgvaqg9soih2 |     error_fn(\n
2026-08-19 06:20:34.685 | info | tcrgvaqg9soih2 |   File "/usr/local/lib/python3.11/dist-packages/torch/_library/infer_schema.py", line 21, in error_fn\n
2026-08-19 06:20:34.685 | info | tcrgvaqg9soih2 |     raise ValueError(\n
2026-08-19 06:20:34.685 | info | tcrgvaqg9soih2 | ValueError: infer_schema(func): Parameter q has unsupported type torch.Tensor. The valid types are: dict_keys([<class 'torch.Tensor'>, typing.Optional[torch.Tensor], typing.Sequence[torch.Tensor], typing.List[torch.Tensor], typing.Sequence[typing.Optional[torch.Tensor]], typing.List[typing.Optional[torch.Tensor]], <class 'int'>, typing.Optional[int], typing.Sequence[int], typing.List[int], typing.Optional[typing.Sequence[int]], typing.Optional[typing.List[int]], <class 'float'>, typing.Optional[float], typing.Sequence[float], typing.List[float], typing.Optional[typing.Sequence[float]], typing.Optional[typing.List[float]], <class 'bool'>, typing.Optional[bool], typing.Sequence[bool], typing.List[bool], typing.Optional[typing.Sequence[bool]], typing.Optional[typing.List[bool]], <class 'str'>, typing.Optional[str], typing.Union[int, float, bool], typing.Union[int, float, bool, NoneType], typing.Sequence[typing.Union[int, float, bool]], typing.List[typing.Union[int, float, bool]], <class 'torch.dtype'>, typing.Optional[torch.dtype], <class 'torch.device'>, typing.Optional[torch.device]]). Got func with signature (q: 'torch.Tensor', k: 'torch.Tensor', v: 'torch.Tensor', softmax_scale: 'float | None' = None, causal: 'bool' = False, qv: 'torch.Tensor | None' = None, q_descale: 'torch.Tensor | None' = None, k_descale: 'torch.Tensor | None' = None, v_descale: 'torch.Tensor | None' = None, attention_chunk: 'int' = 0, softcap: 'float' = 0.0, num_splits: 'int' = 1, pack_gqa: 'bool | None' = None, deterministic: 'bool' = False, sm_margin: 'int' = 0) -> 'tuple[torch.Tensor, torch.Tensor]')\n
2026-08-19 06:20:34.685 | info | tcrgvaqg9soih2 | \n
2026-08-19 06:20:34.685 | info | tcrgvaqg9soih2 | The above exception was the direct cause of the following exception:\n
2026-08-19 06:20:34.685 | info | tcrgvaqg9soih2 | \n
2026-08-19 06:20:34.685 | info | tcrgvaqg9soih2 | Traceback (most recent call last):\n
2026-08-19 06:20:34.685 | info | tcrgvaqg9soih2 |   File "/usr/local/lib/python3.11/dist-packages/diffusers/utils/import_utils.py", line 1015, in _get_module\n
2026-08-19 06:20:34.685 | info | tcrgvaqg9soih2 |     return importlib.import_module("." + module_name, self.__name__)\n
2026-08-19 06:20:34.686 | info | tcrgvaqg9soih2 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-08-19 06:20:34.686 | info | tcrgvaqg9soih2 |   File "/usr/lib/python3.11/importlib/__init__.py", line 126, in import_module\n
2026-08-19 06:20:34.686 | info | tcrgvaqg9soih2 |     return _bootstrap._gcd_import(name[level:], package, level)\n
2026-08-19 06:20:34.686 | info | tcrgvaqg9soih2 |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-08-19 06:20:34.686 | info | tcrgvaqg9soih2 |   File "<frozen importlib._bootstrap>", line 1204, in _gcd_import\n
2026-08-19 06:20:34.686 | info | tcrgvaqg9soih2 |   File "<frozen importlib._bootstrap>", line 1176, in _find_and_load\n
2026-08-19 06:20:34.686 | info | tcrgvaqg9soih2 |   File "<frozen importlib._bootstrap>", line 1147, in _find_and_load_unlocked\n
2026-08-19 06:20:34.686 | info | tcrgvaqg9soih2 |   File "<frozen importlib._bootstrap>", line 690, in _load_unlocked\n
2026-08-19 06:20:34.686 | info | tcrgvaqg9soih2 |   File "<frozen importlib._bootstrap_external>", line 940, in exec_module\n
2026-08-19 06:20:34.687 | info | tcrgvaqg9soih2 |   File "<frozen importlib._bootstrap>", line 241, in _call_with_frames_removed\n
2026-08-19 06:20:34.687 | info | tcrgvaqg9soih2 |   File "/usr/local/lib/python3.11/dist-packages/diffusers/pipelines/pipeline_utils.py", line 55, in <module>\n
2026-08-19 06:20:34.687 | info | tcrgvaqg9soih2 |     from ..models import AutoencoderKL\n
2026-08-19 06:20:34.687 | info | tcrgvaqg9soih2 |   File "<frozen importlib._bootstrap>", line 1229, in _handle_fromlist\n
2026-08-19 06:20:34.688 | info | tcrgvaqg9soih2 |   File "/usr/local/lib/python3.11/dist-packages/diffusers/utils/import_utils.py", line 1005, in __getattr__\n
2026-08-19 06:20:34.688 | info | tcrgvaqg9soih2 |     module = self._get_module(self._class_to_module[name])\n
2026-08-19 06:20:34.688 | info | tcrgvaqg9soih2 |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-08-19 06:20:34.688 | info | tcrgvaqg9soih2 |   File "/usr/local/lib/python3.11/dist-packages/diffusers/utils/import_utils.py", line 1017, in _get_module\n
2026-08-19 06:20:34.688 | info | tcrgvaqg9soih2 |     raise RuntimeError(\n
2026-08-19 06:20:34.688 | info | tcrgvaqg9soih2 | RuntimeError: Failed to import diffusers.models.autoencoders.autoencoder_kl because of the following error (look up to see its traceback):\n
2026-08-19 06:20:34.689 | info | tcrgvaqg9soih2 | infer_schema(func): Parameter q has unsupported type torch.Tensor. The valid types are: dict_keys([<class 'torch.Tensor'>, typing.Optional[torch.Tensor], typing.Sequence[torch.Tensor], typing.List[torch.Tensor], typing.Sequence[typing.Optional[torch.Tensor]], typing.List[typing.Optional[torch.Tensor]], <class 'int'>, typing.Optional[int], typing.Sequence[int], typing.List[int], typing.Optional[typing.Sequence[int]], typing.Optional[typing.List[int]], <class 'float'>, typing.Optional[float], typing.Sequence[float], typing.List[float], typing.Optional[typing.Sequence[float]], typing.Optional[typing.List[float]], <class 'bool'>, typing.Optional[bool], typing.Sequence[bool], typing.List[bool], typing.Optional[typing.Sequence[bool]], typing.Optional[typing.List[bool]], <class 'str'>, typing.Optional[str], typing.Union[int, float, bool], typing.Union[int, float, bool, NoneType], typing.Sequence[typing.Union[int, float, bool]], typing.List[typing.Union[int, float, bool]], <class 'torch.dtype'>, typing.Optional[torch.dtype], <class 'torch.device'>, typing.Optional[torch.device]]). Got func with signature (q: 'torch.Tensor', k: 'torch.Tensor', v: 'torch.Tensor', softmax_scale: 'float | None' = None, causal: 'bool' = False, qv: 'torch.Tensor | None' = None, q_descale: 'torch.Tensor | None' = None, k_descale: 'torch.Tensor | None' = None, v_descale: 'torch.Tensor | None' = None, attention_chunk: 'int' = 0, softcap: 'float' = 0.0, num_splits: 'int' = 1, pack_gqa: 'bool | None' = None, deterministic: 'bool' = False, sm_margin: 'int' = 0) -> 'tuple[torch.Tensor, torch.Tensor]')\n
2026-08-19 06:20:34.689 | info | tcrgvaqg9soih2 | \n
2026-08-19 06:20:34.689 | info | tcrgvaqg9soih2 | The above exception was the direct cause of the following exception:\n
2026-08-19 06:20:34.689 | info | tcrgvaqg9soih2 | \n
2026-08-19 06:20:34.689 | info | tcrgvaqg9soih2 | Traceback (most recent call last):\n
2026-08-19 06:20:34.689 | info | tcrgvaqg9soih2 |   File "/app/runpod/serverless_handler.py", line 25, in <module>\n
2026-08-19 06:20:34.689 | info | tcrgvaqg9soih2 |     from inference import registry\n
2026-08-19 06:20:34.689 | info | tcrgvaqg9soih2 |   File "/app/runpod/inference.py", line 23, in <module>\n
2026-08-19 06:20:34.690 | info | tcrgvaqg9soih2 |     from diffusers import DiffusionPipeline\n
2026-08-19 06:20:34.690 | info | tcrgvaqg9soih2 |   File "<frozen importlib._bootstrap>", line 1229, in _handle_fromlist\n
2026-08-19 06:20:34.690 | info | tcrgvaqg9soih2 |   File "/usr/local/lib/python3.11/dist-packages/diffusers/utils/import_utils.py", line 1006, in __getattr__\n
2026-08-19 06:20:34.690 | info | tcrgvaqg9soih2 |     value = getattr(module, name)\n
2026-08-19 06:20:34.690 | info | tcrgvaqg9soih2 |             ^^^^^^^^^^^^^^^^^^^^^\n
2026-08-19 06:20:34.690 | info | tcrgvaqg9soih2 |   File "/usr/local/lib/python3.11/dist-packages/diffusers/utils/import_utils.py", line 1005, in __getattr__\n
2026-08-19 06:20:34.690 | info | tcrgvaqg9soih2 |     module = self._get_module(self._class_to_module[name])\n
2026-08-19 06:20:34.690 | info | tcrgvaqg9soih2 |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-08-19 06:20:34.690 | info | tcrgvaqg9soih2 |   File "/usr/local/lib/python3.11/dist-packages/diffusers/utils/import_utils.py", line 1017, in _get_module\n
2026-08-19 06:20:34.690 | info | tcrgvaqg9soih2 |     raise RuntimeError(\n
2026-08-19 06:20:34.690 | info | tcrgvaqg9soih2 | RuntimeError: Failed to import diffusers.pipelines.pipeline_utils because of the following error (look up to see its traceback):\n
2026-08-19 06:20:34.690 | info | tcrgvaqg9soih2 | Failed to import diffusers.models.autoencoders.autoencoder_kl because of the following error (look up to see its traceback):\n
2026-08-19 06:20:34.691 | info | tcrgvaqg9soih2 | infer_schema(func): Parameter q has unsupported type torch.Tensor. The valid types are: dict_keys([<class 'torch.Tensor'>, typing.Optional[torch.Tensor], typing.Sequence[torch.Tensor], typing.List[torch.Tensor], typing.Sequence[typing.Optional[torch.Tensor]], typing.List[typing.Optional[torch.Tensor]], <class 'int'>, typing.Optional[int], typing.Sequence[int], typing.List[int], typing.Optional[typing.Sequence[int]], typing.Optional[typing.List[int]], <class 'float'>, typing.Optional[float], typing.Sequence[float], typing.List[float], typing.Optional[typing.Sequence[float]], typing.Optional[typing.List[float]], <class 'bool'>, typing.Optional[bool], typing.Sequence[bool], typing.List[bool], typing.Optional[typing.Sequence[bool]], typing.Optional[typing.List[bool]], <class 'str'>, typing.Optional[str], typing.Union[int, float, bool], typing.Union[int, float, bool, NoneType], typing.Sequence[typing.Union[int, float, bool]], typing.List[typing.Union[int, float, bool]], <class 'torch.dtype'>, typing.Optional[torch.dtype], <class 'torch.device'>, typing.Optional[torch.device]]). Got func with signature (q: 'torch.Tensor', k: 'torch.Tensor', v: 'torch.Tensor', softmax_scale: 'float | None' = None, causal: 'bool' = False, qv: 'torch.Tensor | None' = None, q_descale: 'torch.Tensor | None' = None, k_descale: 'torch.Tensor | None' = None, v_descale: 'torch.Tensor | None' = None, attention_chunk: 'int' = 0, softcap: 'float' = 0.0, num_splits: 'int' = 1, pack_gqa: 'bool | None' = None, deterministic: 'bool' = False, sm_margin: 'int' = 0) -> 'tuple[torch.Tensor, torch.Tensor]')\n
2026-08-19 06:20:47.760 | error | tcrgvaqg9soih2 | worker exited with exit code 1
2026-08-19 06:21:04.807 | error | tcrgvaqg9soih2 | worker exited with exit code 1
2026-08-19 06:21:21.785 | error | tcrgvaqg9soih2 | worker exited with exit code 1
2026-08-19 06:21:38.636 | error | tcrgvaqg9soih2 | worker exited with exit code 1
2026-08-19 06:21:55.535 | error | tcrgvaqg9soih2 | worker exited with exit code 1
